,ATP,Round,Player,WRank,LRank,Day,Month,Year,Rank,Win
40558,20,2,Federer R.,1,64,30,3,2008,1,1
40559,20,2,Monfils G.,1,64,30,3,2008,64,0
40560,20,3,Blake J.,9,49,30,3,2008,9,1
40561,20,3,Santoro F.,9,49,30,3,2008,49,0
40562,20,3,Canas G.,15,18,31,3,2008,15,1
40563,20,3,Gonzalez F.,15,18,31,3,2008,18,0
40564,20,3,Davydenko N.,4,55,31,3,2008,4,1
40565,20,3,Bolelli S.,4,55,31,3,2008,55,0
40566,20,3,Benneteau J.,72,12,31,3,2008,72,1
40567,20,3,Tsonga J.W.,72,12,31,3,2008,12,0
40568,20,3,Acasuso J.,45,60,31,3,2008,45,1
40569,20,3,Sela D.,45,60,31,3,2008,60,0
40570,20,3,Tipsarevic J.,41,59,31,3,2008,41,1
40571,20,3,Johansson T.,41,59,31,3,2008,59,0
40572,20,3,Youzhny M.,11,25,31,3,2008,11,1
40573,20,3,Almagro N.,11,25,31,3,2008,25,0
40574,20,3,Ancic M.,62,19,31,3,2008,62,1
40575,20,3,Monaco J.,62,19,31,3,2008,19,0
40576,20,4,Davydenko N.,4,62,1,4,2008,4,1
40577,20,4,Ancic M.,4,62,1,4,2008,62,0
40578,20,4,Nadal R.,2,16,1,4,2008,2,1
40579,20,4,Mathieu P.H.,2,16,1,4,2008,16,0
40580,20,4,Tipsarevic J.,41,11,1,4,2008,41,1
40581,20,4,Youzhny M.,41,11,1,4,2008,11,0
40582,20,4,Federer R.,1,45,1,4,2008,1,1
40583,20,4,Acasuso J.,1,45,1,4,2008,45,0
40584,20,4,Andreev I.,32,15,1,4,2008,32,1
40585,20,4,Canas G.,32,15,1,4,2008,15,0
40586,20,4,Blake J.,9,28,1,4,2008,9,1
40587,20,4,Stepanek R.,9,28,1,4,2008,28,0
40588,20,3,Roddick A.,6,86,1,4,2008,6,1
40589,20,3,Minar I.,6,86,1,4,2008,86,0
40590,20,4,Berdych T.,10,35,1,4,2008,10,1
40591,20,4,Tursunov D.,10,35,1,4,2008,35,0
40592,20,4,Roddick A.,6,72,2,4,2008,6,1
40593,20,4,Benneteau J.,6,72,2,4,2008,72,0
40594,20,5,Nadal R.,2,9,2,4,2008,2,1
40595,20,5,Blake J.,2,9,2,4,2008,9,0
40596,20,5,Berdych T.,10,32,3,4,2008,10,1
40597,20,5,Andreev I.,10,32,3,4,2008,32,0
40598,20,5,Davydenko N.,4,41,3,4,2008,4,1
40599,20,5,Tipsarevic J.,4,41,3,4,2008,41,0
40600,20,6,Nadal R.,2,10,4,4,2008,2,1
40601,20,6,Berdych T.,2,10,4,4,2008,10,0
40602,20,5,Roddick A.,6,1,4,4,2008,6,1
40603,20,5,Federer R.,6,1,4,4,2008,1,0
40604,20,6,Davydenko N.,4,6,5,4,2008,4,1
40605,20,6,Roddick A.,4,6,5,4,2008,6,0
40606,20,7,Davydenko N.,4,2,6,4,2008,4,1
40607,20,7,Nadal R.,4,2,6,4,2008,2,0
40608,23,1,Zverev M.,75,106,14,4,2008,75,1
40609,23,1,Horna L.,75,106,14,4,2008,106,0
40610,22,1,Harrison R.,1277,95,14,4,2008,1277,1
40611,22,1,Cuevas P.,1277,95,14,4,2008,95,0
40612,22,1,Odesnik W.,117,139,14,4,2008,117,1
40613,22,1,Delic A.,117,139,14,4,2008,139,0
40614,22,1,Armando H.,205,97,14,4,2008,205,1
40615,22,1,Berlocq C.,205,97,14,4,2008,97,0
40616,22,1,Young D.,79,169,14,4,2008,79,1
40617,22,1,Vicente F.,79,169,14,4,2008,169,0
40618,21,1,Gabashvili T.,129,92,14,4,2008,129,1
40619,21,1,Mayer F.,129,92,14,4,2008,92,0
40620,21,1,Simon G.,33,110,14,4,2008,33,1
40621,21,1,Karanusic R.,33,110,14,4,2008,110,0
40622,21,1,Gicquel M.,55,94,14,4,2008,55,1
40623,21,1,Pashanski B.,55,94,14,4,2008,94,0
40624,21,1,Minar I.,72,103,14,4,2008,72,1
40625,21,1,Vassallo-Arguello M.,72,103,14,4,2008,103,0
40626,21,1,Gil F.,146,43,14,4,2008,146,1
40627,21,1,Mahut N.,146,43,14,4,2008,43,0
40628,23,1,Monfils G.,63,135,14,4,2008,63,1
40629,23,1,Gonzalez M.,63,135,14,4,2008,135,0
40630,21,1,Davydenko N.,4,74,15,4,2008,4,1
40631,21,1,Melzer J.,4,74,15,4,2008,74,0
40632,21,1,Vanek J.,96,120,15,4,2008,96,1
40633,21,1,Petzschner P.,96,120,15,4,2008,120,0
40634,22,1,Hernandez O.,73,118,15,4,2008,73,1
40635,22,1,Brzezicki J.P.,73,118,15,4,2008,118,0
40636,22,1,Roitman S.,76,81,15,4,2008,76,1
40637,22,1,Isner J.,76,81,15,4,2008,81,0
40638,22,1,Granollers M.,84,85,15,4,2008,84,1
40639,22,1,Gulbis E.,84,85,15,4,2008,85,0
40640,22,1,Calleri A.,53,90,15,4,2008,53,1
40641,22,1,Spadea V.,53,90,15,4,2008,90,0
40642,22,1,Fish M.,42,87,15,4,2008,42,1
40643,22,1,Schuettler R.,42,87,15,4,2008,87,0
40644,23,1,Ferrer D.,5,112,15,4,2008,5,1
40645,23,1,Navarro-Pastor I.,5,112,15,4,2008,112,0
40646,23,1,Korolev E.,113,26,15,4,2008,113,1
40647,23,1,Andreev I.,113,26,15,4,2008,26,0
40648,23,1,Safin M.,86,19,15,4,2008,86,1
40649,23,1,Ferrero J.C.,86,19,15,4,2008,19,0
40650,23,1,Starace P.,39,64,15,4,2008,39,1
40651,23,1,Bolelli S.,39,64,15,4,2008,64,0
40652,23,1,Gimeno-Traver D.,131,126,15,4,2008,131,1
40653,23,1,Stakhovsky S.,131,126,15,4,2008,126,0
40654,23,1,Robredo T.,18,59,15,4,2008,18,1
40655,23,1,Montanes A.,18,59,15,4,2008,59,0
40656,23,1,Andujar P.,147,70,15,4,2008,147,1
40657,23,1,Vliegen K.,147,70,15,4,2008,70,0
40658,23,1,Ventura S.,80,270,15,4,2008,80,1
40659,23,1,Marrero D.,80,270,15,4,2008,270,0
40660,23,1,Almagro N.,27,268,15,4,2008,27,1
40661,23,1,Lopez-Jaen M.A.,27,268,15,4,2008,268,0
40662,21,1,Hanescu V.,68,119,15,4,2008,68,1
40663,21,1,Patience O.,68,119,15,4,2008,119,0
40664,21,1,Berrer M.,66,613,15,4,2008,66,1
40665,21,1,Elias G.,66,613,15,4,2008,613,0
40666,21,1,Serra F.,101,316,15,4,2008,101,1
40667,21,1,Naso G.,101,316,15,4,2008,316,0
40668,22,1,Sela D.,60,88,15,4,2008,60,1
40669,22,1,Ginepri R.,60,88,15,4,2008,88,0
40670,21,1,Federer R.,1,77,15,4,2008,1,1
40671,21,1,Rochus O.,1,77,15,4,2008,77,0
40672,21,1,Cipolla F.,127,114,15,4,2008,127,1
40673,21,1,Roger-Vasselin E.,127,114,15,4,2008,114,0
40674,21,1,Gremelmayr D.,104,25,15,4,2008,104,1
40675,21,1,Nieminen J.,104,25,15,4,2008,25,0
40676,21,1,Ascione T.,82,212,15,4,2008,82,1
40677,21,1,Kudryavtsev A.,82,212,15,4,2008,212,0
40678,21,1,Sousa J.,744,164,15,4,2008,744,1
40679,21,1,Marach O.,744,164,15,4,2008,164,0
40680,23,2,Robredo T.,18,80,16,4,2008,18,1
40681,23,2,Ventura S.,18,80,16,4,2008,80,0
40682,23,1,Monaco J.,17,122,16,4,2008,17,1
40683,23,1,Eschauer W.,17,122,16,4,2008,122,0
40684,22,1,Kunitsyn I.,111,36,16,4,2008,111,1
40685,22,1,Haas T.,111,36,16,4,2008,36,0
40686,22,1,Capdeville P.,115,137,16,4,2008,115,1
40687,22,1,Hartfield D.,115,137,16,4,2008,137,0
40688,22,1,Daniel M.,91,105,16,4,2008,91,1
40689,22,1,Troicki V.,91,105,16,4,2008,105,0
40690,22,1,Luczak P.,83,167,16,4,2008,83,1
40691,22,1,Levy H.,83,167,16,4,2008,167,0
40692,22,1,Massu N.,108,50,16,4,2008,108,1
40693,22,1,Querrey S.,108,50,16,4,2008,50,0
40694,22,2,Hernandez O.,73,79,16,4,2008,73,1
40695,22,2,Young D.,73,79,16,4,2008,79,0
40696,23,1,Verdasco F.,31,98,16,4,2008,31,1
40697,23,1,Lapentti N.,31,98,16,4,2008,98,0
40698,23,2,Starace P.,39,63,16,4,2008,39,1
40699,23,2,Monfils G.,39,63,16,4,2008,63,0
40700,21,2,Gicquel M.,55,82,16,4,2008,55,1
40701,21,2,Ascione T.,55,82,16,4,2008,82,0
40702,21,2,Davydenko N.,4,72,16,4,2008,4,1
40703,21,2,Minar I.,4,72,16,4,2008,72,0
40704,21,2,Serra F.,101,371,16,4,2008,101,1
40705,21,2,Machado R.,101,371,16,4,2008,371,0
40706,23,2,Haase R.,62,86,17,4,2008,62,1
40707,23,2,Safin M.,62,86,17,4,2008,86,0
40708,23,2,Monaco J.,17,65,17,4,2008,17,1
40709,23,2,Garcia-Lopez G.,17,65,17,4,2008,65,0
40710,23,2,Verdasco F.,31,75,17,4,2008,31,1
40711,23,2,Zverev M.,31,75,17,4,2008,75,0
40712,23,2,Almagro N.,27,124,17,4,2008,27,1
40713,23,2,Schwank E.,27,124,17,4,2008,124,0
40714,23,2,Korolev E.,113,131,17,4,2008,113,1
40715,23,2,Gimeno-Traver D.,113,131,17,4,2008,131,0
40716,23,2,Ferrer D.,5,147,17,4,2008,5,1
40717,23,2,Andujar P.,5,147,17,4,2008,147,0
40718,21,2,Federer R.,1,68,17,4,2008,1,1
40719,21,2,Hanescu V.,1,68,17,4,2008,68,0
40720,22,2,Odesnik W.,117,60,17,4,2008,117,1
40721,22,2,Sela D.,117,60,17,4,2008,60,0
40722,21,2,Gremelmayr D.,104,129,17,4,2008,104,1
40723,21,2,Gabashvili T.,104,129,17,4,2008,129,0
40724,21,2,Vanek J.,96,66,17,4,2008,96,1
40725,21,2,Berrer M.,96,66,17,4,2008,66,0
40726,22,2,Calleri A.,53,115,17,4,2008,53,1
40727,22,2,Capdeville P.,53,115,17,4,2008,115,0
40728,22,2,Roitman S.,76,111,17,4,2008,76,1
40729,22,2,Kunitsyn I.,76,111,17,4,2008,111,0
40730,22,2,Daniel M.,91,108,17,4,2008,91,1
40731,22,2,Massu N.,91,108,17,4,2008,108,0
40732,22,1,Blake J.,8,116,17,4,2008,8,1
40733,22,1,Nishikori K.,8,116,17,4,2008,116,0
40734,22,2,Granollers M.,84,83,17,4,2008,84,1
40735,22,2,Luczak P.,84,83,17,4,2008,83,0
40736,22,2,Fish M.,42,205,17,4,2008,42,1
40737,22,2,Armando H.,42,205,17,4,2008,205,0
40738,21,5,Serra F.,101,127,18,4,2008,101,1
40739,21,5,Cipolla F.,101,127,18,4,2008,127,0
40740,21,5,Gremelmayr D.,104,96,18,4,2008,104,1
40741,21,5,Vanek J.,104,96,18,4,2008,96,0
40742,23,5,Almagro N.,27,17,18,4,2008,27,1
40743,23,5,Monaco J.,27,17,18,4,2008,17,0
40744,21,5,Davydenko N.,4,55,18,4,2008,4,1
40745,21,5,Gicquel M.,4,55,18,4,2008,55,0
40746,22,2,Blake J.,8,1277,18,4,2008,8,1
40747,22,2,Harrison R.,8,1277,18,4,2008,1277,0
40748,22,5,Odesnik W.,117,76,18,4,2008,117,1
40749,22,5,Roitman S.,117,76,18,4,2008,76,0
40750,22,5,Granollers M.,84,91,18,4,2008,84,1
40751,22,5,Daniel M.,84,91,18,4,2008,91,0
40752,22,5,Hernandez O.,73,42,18,4,2008,73,1
40753,22,5,Fish M.,73,42,18,4,2008,42,0
40754,23,5,Ferrer D.,5,31,18,4,2008,5,1
40755,23,5,Verdasco F.,5,31,18,4,2008,31,0
40756,23,5,Korolev E.,113,62,18,4,2008,113,1
40757,23,5,Haase R.,113,62,18,4,2008,62,0
40758,21,5,Federer R.,1,146,18,4,2008,1,1
40759,21,5,Gil F.,1,146,18,4,2008,146,0
40760,21,2,Gil F.,146,744,18,4,2008,146,1
40761,21,2,Sousa J.,146,744,18,4,2008,744,0
40762,21,6,Davydenko N.,4,101,19,4,2008,4,1
40763,21,6,Serra F.,4,101,19,4,2008,101,0
40764,22,6,Blake J.,8,73,19,4,2008,8,1
40765,22,6,Hernandez O.,8,73,19,4,2008,73,0
40766,21,6,Federer R.,1,104,19,4,2008,1,1
40767,21,6,Gremelmayr D.,1,104,19,4,2008,104,0
40768,23,6,Ferrer D.,5,18,19,4,2008,5,1
40769,23,6,Robredo T.,5,18,19,4,2008,18,0
40770,22,5,Blake J.,8,53,19,4,2008,8,1
40771,22,5,Calleri A.,8,53,19,4,2008,53,0
40772,22,6,Granollers M.,84,117,19,4,2008,84,1
40773,22,6,Odesnik W.,84,117,19,4,2008,117,0
40774,23,6,Almagro N.,27,113,19,4,2008,27,1
40775,23,6,Korolev E.,27,113,19,4,2008,113,0
40776,24,1,Kiefer N.,44,52,20,4,2008,44,1
40777,24,1,Cilic M.,44,52,20,4,2008,52,0
40778,23,7,Ferrer D.,5,27,20,4,2008,5,1
40779,23,7,Almagro N.,5,27,20,4,2008,27,0
40780,22,7,Granollers M.,84,8,20,4,2008,84,1
40781,22,7,Blake J.,84,8,20,4,2008,8,0
40782,24,1,Monfils G.,64,27,21,4,2008,64,1
40783,24,1,Verdasco F.,64,27,21,4,2008,27,0
40784,24,1,Kohlschreiber P.,31,40,21,4,2008,31,1
40785,24,1,Acasuso J.,31,40,21,4,2008,40,0
40786,24,1,Tipsarevic J.,37,12,21,4,2008,37,1
40787,24,1,Mathieu P.H.,37,12,21,4,2008,12,0
40788,24,1,Lapentti N.,99,39,21,4,2008,99,1
40789,24,1,Starace P.,99,39,21,4,2008,39,0
40790,24,1,Soderling R.,49,26,21,4,2008,49,1
40791,24,1,Stepanek R.,49,26,21,4,2008,26,0
40792,24,1,Querrey S.,50,14,21,4,2008,50,1
40793,24,1,Moya C.,50,14,21,4,2008,14,0
40794,24,1,Ljubicic I.,29,1145,21,4,2008,29,1
40795,24,1,Kuerten G.,29,1145,21,4,2008,1145,0
40796,24,1,Murray A.,20,34,21,4,2008,20,1
40797,24,1,Lopez F.,20,34,21,4,2008,34,0
40798,24,1,Vliegen K.,97,47,21,4,2008,97,1
40799,24,1,Santoro F.,97,47,21,4,2008,47,0
40800,24,1,Ancic M.,55,70,21,4,2008,55,1
40801,24,1,Minar I.,55,70,21,4,2008,70,0
40802,24,1,Volandri F.,42,43,21,4,2008,42,1
40803,24,1,Mahut N.,42,43,21,4,2008,43,0
40804,24,1,Ferrero J.C.,24,41,21,4,2008,24,1
40805,24,1,Llodra M.,24,41,21,4,2008,41,0
40806,24,2,Murray A.,20,42,22,4,2008,20,1
40807,24,2,Volandri F.,20,42,22,4,2008,42,0
40808,24,2,Djokovic N.,3,29,22,4,2008,3,1
40809,24,2,Ljubicic I.,3,29,22,4,2008,29,0
40810,24,1,Almagro N.,23,238,22,4,2008,23,1
40811,24,1,Lisnard J.R.,23,238,22,4,2008,238,0
40812,24,1,Ramirez-Hidalgo R.,137,33,22,4,2008,137,1
40813,24,1,Simon G.,137,33,22,4,2008,33,0
40814,24,1,Monaco J.,17,53,22,4,2008,17,1
40815,24,1,Lee H.T.,17,53,22,4,2008,53,0
40816,24,1,Seppi A.,45,48,22,4,2008,45,1
40817,24,1,Calleri A.,45,48,22,4,2008,48,0
40818,24,1,Robredo T.,18,28,22,4,2008,18,1
40819,24,1,Wawrinka S.,18,28,22,4,2008,28,0
40820,24,1,Andreev I.,32,30,22,4,2008,32,1
40821,24,1,Tursunov D.,32,30,22,4,2008,30,0
40822,24,1,Nieminen J.,25,56,22,4,2008,25,1
40823,24,1,Gicquel M.,25,56,22,4,2008,56,0
40824,24,1,Bolelli S.,66,36,22,4,2008,66,1
40825,24,1,Chela J.I.,66,36,22,4,2008,36,0
40826,24,1,Safin M.,93,251,22,4,2008,93,1
40827,24,1,Malisse X.,93,251,22,4,2008,251,0
40828,24,2,Robredo T.,18,49,23,4,2008,18,1
40829,24,2,Soderling R.,18,49,23,4,2008,49,0
40830,24,2,Gasquet R.,9,97,23,4,2008,9,1
40831,24,2,Vliegen K.,9,97,23,4,2008,97,0
40832,24,2,Nalbandian D.,7,78,23,4,2008,7,1
40833,24,2,Rochus O.,7,78,23,4,2008,78,0
40834,24,2,Ferrero J.C.,24,25,23,4,2008,24,1
40835,24,2,Nieminen J.,24,25,23,4,2008,25,0
40836,24,2,Nadal R.,2,55,23,4,2008,2,1
40837,24,2,Ancic M.,2,55,23,4,2008,55,0
40838,24,2,Kohlschreiber P.,31,44,23,4,2008,31,1
40839,24,2,Kiefer N.,31,44,23,4,2008,44,0
40840,24,2,Federer R.,1,137,23,4,2008,1,1
40841,24,2,Ramirez-Hidalgo R.,1,137,23,4,2008,137,0
40842,24,2,Monfils G.,64,21,23,4,2008,64,1
40843,24,2,Karlovic I.,64,21,23,4,2008,21,0
40844,24,2,Tipsarevic J.,37,99,23,4,2008,37,1
40845,24,2,Lapentti N.,37,99,23,4,2008,99,0
40846,24,2,Ferrer D.,5,93,23,4,2008,5,1
40847,24,2,Safin M.,5,93,23,4,2008,93,0
40848,24,2,Davydenko N.,4,66,23,4,2008,4,1
40849,24,2,Bolelli S.,4,66,23,4,2008,66,0
40850,24,2,Querrey S.,50,45,23,4,2008,50,1
40851,24,2,Seppi A.,50,45,23,4,2008,45,0
40852,24,3,Querrey S.,50,9,24,4,2008,50,1
40853,24,3,Gasquet R.,50,9,24,4,2008,9,0
40854,24,3,Djokovic N.,3,20,24,4,2008,3,1
40855,24,3,Murray A.,3,20,24,4,2008,20,0
40856,24,3,Nalbandian D.,7,18,24,4,2008,7,1
40857,24,3,Robredo T.,7,18,24,4,2008,18,0
40858,24,3,Federer R.,1,64,24,4,2008,1,1
40859,24,3,Monfils G.,1,64,24,4,2008,64,0
40860,24,3,Davydenko N.,4,31,24,4,2008,4,1
40861,24,3,Kohlschreiber P.,4,31,24,4,2008,31,0
40862,24,3,Ferrer D.,5,37,24,4,2008,5,1
40863,24,3,Tipsarevic J.,5,37,24,4,2008,37,0
40864,24,3,Andreev I.,32,23,24,4,2008,32,1
40865,24,3,Almagro N.,32,23,24,4,2008,23,0
40866,24,3,Nadal R.,2,24,24,4,2008,2,1
40867,24,3,Ferrero J.C.,2,24,24,4,2008,24,0
40868,24,5,Davydenko N.,4,32,25,4,2008,4,1
40869,24,5,Andreev I.,4,32,25,4,2008,32,0
40870,24,5,Federer R.,1,7,25,4,2008,1,1
40871,24,5,Nalbandian D.,1,7,25,4,2008,7,0
40872,24,5,Nadal R.,2,5,25,4,2008,2,1
40873,24,5,Ferrer D.,2,5,25,4,2008,5,0
40874,24,5,Djokovic N.,3,50,25,4,2008,3,1
40875,24,5,Querrey S.,3,50,25,4,2008,50,0
40876,24,6,Nadal R.,2,4,26,4,2008,2,1
40877,24,6,Davydenko N.,2,4,26,4,2008,4,0
40878,24,7,Nadal R.,2,1,27,4,2008,2,1
40879,24,7,Federer R.,2,1,27,4,2008,1,0
40880,25,1,Chela J.I.,37,79,28,4,2008,37,1
40881,25,1,Garcia-Lopez G.,37,79,28,4,2008,79,0
40882,26,1,Seppi A.,46,113,28,4,2008,46,1
40883,26,1,Karanusic R.,46,113,28,4,2008,113,0
40884,26,1,Mathieu P.H.,18,209,28,4,2008,18,1
40885,26,1,Brands D.,18,209,28,4,2008,209,0
40886,26,1,Del Potro J.,75,90,28,4,2008,75,1
40887,26,1,Clement A.,75,90,28,4,2008,90,0
40888,26,1,Bolelli S.,58,61,28,4,2008,58,1
40889,26,1,Gicquel M.,58,61,28,4,2008,61,0
40890,26,1,Vliegen K.,88,80,28,4,2008,88,1
40891,26,1,Roitman S.,88,80,28,4,2008,80,0
40892,25,1,Wawrinka S.,27,293,28,4,2008,27,1
40893,25,1,Sanchez De Luna J.,27,293,28,4,2008,293,0
40894,25,1,Calleri A.,60,64,28,4,2008,60,1
40895,25,1,Johansson T.,60,64,28,4,2008,64,0
40896,25,1,Canas G.,31,72,28,4,2008,31,1
40897,25,1,Hernandez O.,31,72,28,4,2008,72,0
40898,26,1,Cilic M.,50,66,28,4,2008,50,1
40899,26,1,Rochus O.,50,66,28,4,2008,66,0
40900,25,1,Daniel M.,78,118,28,4,2008,78,1
40901,25,1,Navarro-Pastor I.,78,118,28,4,2008,118,0
40902,25,1,Haase R.,56,260,28,4,2008,56,1
40903,25,1,Mirnyi M.,56,260,28,4,2008,260,0
40904,25,1,Schukin Y.,141,95,28,4,2008,141,1
40905,25,1,Ginepri R.,141,95,28,4,2008,95,0
40906,25,1,Tursunov D.,32,101,28,4,2008,32,1
40907,25,1,Anderson K.,32,101,28,4,2008,101,0
40908,25,1,Ancic M.,51,71,28,4,2008,51,1
40909,25,1,Zverev M.,51,71,28,4,2008,71,0
40910,25,1,Trujillo G.,237,124,28,4,2008,237,1
40911,25,1,Eschauer W.,237,124,28,4,2008,124,0
40912,25,1,Lapentti N.,83,29,28,4,2008,83,1
40913,25,1,Verdasco F.,83,29,28,4,2008,29,0
40914,25,1,Gimeno-Traver D.,131,81,28,4,2008,131,1
40915,25,1,Ventura S.,131,81,28,4,2008,81,0
40916,26,1,Silva J.,184,178,29,4,2008,184,1
40917,26,1,Bachinger M.,184,178,29,4,2008,178,0
40918,26,1,Petzschner P.,121,98,29,4,2008,121,1
40919,26,1,Korolev E.,121,98,29,4,2008,98,0
40920,26,1,Lee H.T.,55,278,29,4,2008,55,1
40921,26,1,Eitzinger R.,55,278,29,4,2008,278,0
40922,26,1,Gonzalez F.,15,57,29,4,2008,15,1
40923,26,1,Sela D.,15,57,29,4,2008,57,0
40924,26,1,Naso G.,305,92,29,4,2008,305,1
40925,26,1,Schuettler R.,305,92,29,4,2008,92,0
40926,26,1,Andreev I.,25,53,29,4,2008,25,1
40927,26,1,Monfils G.,25,53,29,4,2008,53,0
40928,25,1,Martin A.,132,414,29,4,2008,132,1
40929,25,1,Marrai M.,132,414,29,4,2008,414,0
40930,25,1,Kukushkin M.,146,24,29,4,2008,146,1
40931,25,1,Nieminen J.,146,24,29,4,2008,24,0
40932,25,2,Ancic M.,51,19,29,4,2008,51,1
40933,25,2,Murray A.,51,19,29,4,2008,19,0
40934,25,1,Gabashvili T.,138,811,29,4,2008,138,1
40935,25,1,Coria G.,138,811,29,4,2008,811,0
40936,25,1,Volandri F.,42,70,29,4,2008,42,1
40937,25,1,Melzer J.,42,70,29,4,2008,70,0
40938,25,1,Cuevas P.,106,122,29,4,2008,106,1
40939,25,1,Brzezicki J.P.,106,122,29,4,2008,122,0
40940,25,1,Montanes A.,87,54,29,4,2008,87,1
40941,25,1,Granollers M.,87,54,29,4,2008,54,0
40942,25,2,Nalbandian D.,7,60,29,4,2008,7,1
40943,25,2,Calleri A.,7,60,29,4,2008,60,0
40944,25,2,Lapentti N.,83,131,29,4,2008,83,1
40945,25,2,Gimeno-Traver D.,83,131,29,4,2008,131,0
40946,25,1,Starace P.,45,93,29,4,2008,45,1
40947,25,1,Luczak P.,45,93,29,4,2008,93,0
40948,26,2,Mathieu P.H.,18,305,30,4,2008,18,1
40949,26,2,Naso G.,18,305,30,4,2008,305,0
40950,26,1,Darcis S.,48,108,30,4,2008,48,1
40951,26,1,Becker B.,48,108,30,4,2008,108,0
40952,26,1,El Aynaoui Y.,295,317,30,4,2008,295,1
40953,26,1,Sidorenko A.,295,317,30,4,2008,317,0
40954,26,1,Berrer M.,65,271,30,4,2008,65,1
40955,26,1,Klec I.,65,271,30,4,2008,271,0
40956,26,1,Safin M.,84,91,30,4,2008,84,1
40957,26,1,Berlocq C.,84,91,30,4,2008,91,0
40958,26,2,Lee H.T.,55,184,30,4,2008,55,1
40959,26,2,Silva J.,55,184,30,4,2008,184,0
40960,26,2,Bolelli S.,58,46,30,4,2008,58,1
40961,26,2,Seppi A.,58,46,30,4,2008,46,0
40962,26,2,Cilic M.,50,121,30,4,2008,50,1
40963,26,2,Petzschner P.,50,121,30,4,2008,121,0
40964,25,2,Almagro N.,22,42,30,4,2008,22,1
40965,25,2,Volandri F.,22,42,30,4,2008,42,0
40966,25,2,Lopez F.,35,132,30,4,2008,35,1
40967,25,2,Martin A.,35,132,30,4,2008,132,0
40968,25,2,Tursunov D.,32,78,30,4,2008,32,1
40969,25,2,Daniel M.,32,78,30,4,2008,78,0
40970,25,2,Wawrinka S.,27,141,30,4,2008,27,1
40971,25,2,Schukin Y.,27,141,30,4,2008,141,0
40972,25,2,Kukushkin M.,146,106,30,4,2008,146,1
40973,25,2,Cuevas P.,146,106,30,4,2008,106,0
40974,25,2,Ferrer D.,5,237,30,4,2008,5,1
40975,25,2,Trujillo G.,5,237,30,4,2008,237,0
40976,25,2,Robredo T.,17,56,30,4,2008,17,1
40977,25,2,Haase R.,17,56,30,4,2008,56,0
40978,25,2,Montanes A.,87,21,30,4,2008,87,1
40979,25,2,Karlovic I.,87,21,30,4,2008,21,0
40980,25,2,Nadal R.,2,45,30,4,2008,2,1
40981,25,2,Starace P.,2,45,30,4,2008,45,0
40982,25,2,Gremelmayr D.,85,8,30,4,2008,85,1
40983,25,2,Blake J.,85,8,30,4,2008,8,0
40984,25,2,Canas G.,31,138,30,4,2008,31,1
40985,25,2,Gabashvili T.,31,138,30,4,2008,138,0
40986,25,2,Gulbis E.,86,14,30,4,2008,86,1
40987,25,2,Moya C.,86,14,30,4,2008,14,0
40988,25,3,Montanes A.,87,146,1,5,2008,87,1
40989,25,3,Kukushkin M.,87,146,1,5,2008,146,0
40990,26,2,Safin M.,84,65,1,5,2008,84,1
40991,26,2,Berrer M.,84,65,1,5,2008,65,0
40992,25,3,Ferrer D.,5,83,1,5,2008,5,1
40993,25,3,Lapentti N.,5,83,1,5,2008,83,0
40994,25,3,Chela J.I.,37,86,1,5,2008,37,1
40995,25,3,Gulbis E.,37,86,1,5,2008,86,0
40996,25,3,Wawrinka S.,27,7,1,5,2008,27,1
40997,25,3,Nalbandian D.,27,7,1,5,2008,7,0
40998,25,3,Robredo T.,17,31,1,5,2008,17,1
40999,25,3,Canas G.,17,31,1,5,2008,31,0
41000,25,3,Gremelmayr D.,85,32,1,5,2008,85,1
41001,25,3,Tursunov D.,85,32,1,5,2008,32,0
41002,25,3,Nadal R.,2,35,1,5,2008,2,1
41003,25,3,Lopez F.,2,35,1,5,2008,35,0
41004,26,2,El Aynaoui Y.,295,48,1,5,2008,295,1
41005,26,2,Darcis S.,295,48,1,5,2008,48,0
41006,26,2,Del Potro J.,75,25,1,5,2008,75,1
41007,26,2,Andreev I.,75,25,1,5,2008,25,0
41008,25,3,Almagro N.,22,51,1,5,2008,22,1
41009,25,3,Ancic M.,22,51,1,5,2008,51,0
41010,26,2,Gonzalez F.,15,88,1,5,2008,15,1
41011,26,2,Vliegen K.,15,88,1,5,2008,88,0
41012,26,5,Gonzalez F.,15,84,2,5,2008,15,1
41013,26,5,Safin M.,15,84,2,5,2008,84,0
41014,26,5,El Aynaoui Y.,295,75,2,5,2008,295,1
41015,26,5,Del Potro J.,295,75,2,5,2008,75,0
41016,26,5,Bolelli S.,58,55,2,5,2008,58,1
41017,26,5,Lee H.T.,58,55,2,5,2008,55,0
41018,25,5,Wawrinka S.,27,87,2,5,2008,27,1
41019,25,5,Montanes A.,27,87,2,5,2008,87,0
41020,26,5,Mathieu P.H.,18,50,2,5,2008,18,1
41021,26,5,Cilic M.,18,50,2,5,2008,50,0
41022,25,5,Gremelmayr D.,85,22,2,5,2008,85,1
41023,25,5,Almagro N.,85,22,2,5,2008,22,0
41024,25,5,Nadal R.,2,37,2,5,2008,2,1
41025,25,5,Chela J.I.,2,37,2,5,2008,37,0
41026,25,5,Ferrer D.,5,17,2,5,2008,5,1
41027,25,5,Robredo T.,5,17,2,5,2008,17,0
41028,25,6,Ferrer D.,5,27,3,5,2008,5,1
